PitchAngle,Power,PredictedPower
1027.6521,182.98866,164.07892
1122.8445,257.65182,252.72217
1059.3121,208.90984,193.2509
989.8681,152.96945,133.4641
977.07965,134.68468,124.93378
1029.4707,186.89954,165.69786
1396.3651,541.57306,537.5388
1276.3031,399.5538,396.1764
1311.9388,447.39563,435.6028
1540.8105,755.25885,739.31537
1791.2924,1407.5442,1244.0303
1771.3365,1238.7655,1220.5808
1769.5187,1240.1224,1218.0648
1766.7745,1229.7511,1214.153
1737.388,1153.3757,1164.4513
1791.9484,1440.6526,1244.6656
1787.1649,1353.3607,1239.8295
1785.1437,1380.875,1237.6455
1762.1622,1390.5575,1207.2764
1765.3828,1446.3379,1212.1172
1747.6842,1210.1875,1183.381
1684.3411,1071.1226,1049.0674
1740.2294,1277.7275,1169.8231
1620.4537,884.5058,898.46344
1598.869,866.35175,850.93475
1717.9648,1482.1509,1125.0846
1729.3785,1314.21,1148.7478
1741.606,1251.9263,1172.3864
1739.3837,1245.8899,1168.2357
1786.7986,1460.0647,1239.4397
1791.4789,1569.5537,1244.2118
1753.7861,1250.5541,1193.8623
1703.0602,1067.5361,1092.3226
1703.5011,1146.6063,1093.3173
1716.2406,1120.899,1121.393
1721.4972,1099.4174,1132.5559
1756.7166,1245.8798,1198.6871
1637.7727,908.94214,938.4156
1546.6566,760.06604,749.4408
1470.3127,645.85944,632.7981
1492.7869,708.38477,664.16547
1512.4316,712.0987,693.3396
1691.3811,1088.8779,1065.5435
1645.7069,933.50977,957.10706
1582.0868,826.93695,816.1263
1606.9071,852.86993,868.296
1644.1414,921.8788,953.40405
1749.7922,1158.3894,1187.0669
1785.7091,1407.3372,1238.2648
1782.2135,1502.6289,1234.3344
1788.4495,1384.998,1241.174
1754.2992,1195.438,1194.7169
1722.8026,1130.0587,1135.2847
1781.9778,1410.119,1234.0604
1787.5587,1519.8882,1240.245
1774.5725,1255.4402,1224.908
1761.9491,1216.5914,1206.9497
1768.1155,1265.4935,1216.0815
1731.8878,1109.721,1153.7532
1741.574,1244.587,1172.3271
1771.0233,1331.8912,1220.1519
1740.8936,1295.834,1171.0632
1720.487,1173.2706,1130.432
1340.7941,491.38495,469.4438
1108.529,250.61403,239.5684
1224.8251,367.7407,344.63922
1368.4985,517.78577,503.04654
1259.2771,387.05673,378.4284
1192.3414,324.7363,314.8255
1303.8955,436.37497,426.45065
1301.1294,436.94107,423.33542
1306.0073,440.08517,428.84024
1481.305,667.6106,647.91174
1603.2562,856.07965,860.3578
1432.6302,602.8428,583.3042
1425.2714,599.4938,573.9173
1418.0026,579.42596,564.70294
1502.4176,696.8055,678.23206
1402.133,559.6831,544.74603
1402.6991,561.93787,545.4545
1380.0596,535.49536,517.2879
1156.734,291.07568,283.16174
1109.8811,249.85046,240.81912
1049.4059,199.19371,183.95117
1050.7427,200.0927,185.2001
1042.2964,176.39848,177.35242
1058.0243,206.61777,192.03674
1009.0329,167.61005,148.16118
1096.5483,238.69653,228.41162
1161.4082,295.32047,287.31015
983.2772,110.51904,128.92336
1108.6362,250.70268,239.66745
1432.0978,608.87006,582.62286
1475.01,654.4024,639.2081
1282.8682,409.23468,403.21335
1388.2202,541.6321,527.4003
1056.5272,198.63353,190.62712
1017.01587,175.69418,154.82361
990.0491,133.95856,133.59282
982.2975,113.45381,128.27411
995.1924,146.73184,137.3382
1031.1753,191.87842,167.2239
1066.6901,211.61757,200.22328
1116.7379,258.19403,247.13553
1313.8148,452.5608,437.75684
1204.4398,332.35193,325.75912
1038.9596,193.3275,174.28528
1122.515,263.09558,252.42151
1334.5503,467.0526,462.00333
1194.8878,332.2367,317.11374
1004.9708,161.19707,144.88155
1105.5322,250.75443,236.7896
1140.2472,276.9941,268.45566
1169.4694,303.59448,294.45728
1131.6616,267.2251,260.72632
1153.5092,292.2932,280.29587
1015.6504,168.51878,153.66522
999.68835,157.4367,140.74129
1042.6726,195.52411,177.69945
1022.806,179.4049,159.8141
1199.2557,329.6437,321.05423
1266.8776,398.57254,386.26157
1214.9047,342.46826,335.36703
1131.4434,267.5399,260.52908
1121.9617,261.39145,251.9167
1206.7577,346.73224,327.87344
1323.3257,456.74463,448.78296
1290.861,425.32443,411.92346
1136.7019,272.82404,265.27115
1325.2628,465.16495,451.04904
1361.3865,504.9586,494.34235
1144.0377,284.0405,271.85074
993.9708,144.81326,136.43394
1017.31116,168.5096,155.07495
1038.6835,184.11551,174.03233
1009.7782,169.81946,148.77148
1155.4984,292.9364,282.0641
1146.7621,279.04715,274.285
1150.5012,284.92404,277.6189
1165.752,297.01596,291.16162
1123.0919,260.08054,252.94772
1234.8517,361.16437,354.20102
1321.4535,455.87454,446.59906
1337.7504,472.58215,465.8097
1354.4288,497.59528,485.87494
1024.6556,171.49698,161.43303
1123.6182,258.53546,253.42725
1100.1611,242.26802,231.7891
1212.9778,342.87857,333.58554
1199.3579,330.12497,321.1466
1353.5522,490.80338,484.8118
1269.0269,400.0488,388.5027
1161.7354,292.4559,287.60016
1262.5762,391.6195,381.81088
1192.8766,314.78262,315.3059
1139.5963,272.79306,267.8719
1120.9886,255.6741,251.02814
1120.6685,257.48172,250.73553
1046.5951,198.71136,181.33305
1013.1523,151.03433,151.56528
1041.5294,178.27489,176.64551
1000.6492,120.92648,141.48332
1041.5092,187.544,176.62692
1031.8154,167.29005,167.79889
1043.9701,186.44585,178.89848
1163.9132,296.08182,289.53156
1267.1042,395.10934,386.49734
1128.8224,256.7449,258.1565
988.6133,142.64125,132.57721
1471.9209,652.81195,634.9851
1372.8928,514.10284,508.4471
1290.7107,435.09503,411.7581
1323.6464,454.97238,449.15738
1401.0364,563.5053,543.37396
1328.842,486.60556,455.25372
1140.845,282.0248,268.99197
1079.0127,222.40459,211.89221
1194.0455,319.5737,316.35614
1196.0127,319.86673,318.12662
1274.9397,401.1564,394.7283
1354.777,490.73938,486.29733
1434.2382,598.2261,585.3641
1394.86,552.53217,535.6619
1170.6433,304.41666,295.49802
1221.2743,370.57162,341.3002
1390.171,560.87445,529.8247
1560.1907,780.9448,773.81854
1585.3373,913.4441,822.71
1668.6146,954.7284,1011.7222
1477.7362,657.02686,642.9609
1644.5908,951.7246,954.4666
1642.9003,916.7771,950.47363
1496.8812,683.5925,670.09375
1529.2393,731.32513,719.95874
1405.2203,559.4937,548.61316
1277.5332,457.11768,397.48676
1469.8928,666.3242,632.22833
1086.6715,226.28229,219.1284
1420.4008,593.9936,567.7373
1657.9193,946.798,986.16486
1614.8003,874.09174,885.74316
1487.514,692.54846,656.63617
1591.8975,852.2377,836.2314
1574.6656,803.2145,801.38666
1413,567.00214,558.3899
1441.8611,607.9375,595.1796
1403.9578,554.5644,547.0309
1503.6666,694.1693,680.08844
1530.8116,738.0818,722.5375
1640.4093,936.5253,944.60516
1548.6816,771.38116,753.00415
1556.5099,772.1804,767.0566
1387.2812,535.203,526.2344
1381.2563,530.65356,518.7681
1437.52,599.6996,589.5795
1499.6681,701.20026,674.1723
1632.9541,923.641,927.169
1565.2871,806.67804,783.34674
1472.8354,665.23737,636.23224
1155.7648,288.1621,282.30084
1253.9541,400.92114,373.02777
1400.6365,555.45953,542.87384
1197.5145,326.15918,319.4809
1438.7526,600.3949,591.16675
1439.7617,599.26166,592.4675
1368.3142,510.7821,502.82047
1421.16,575.3365,568.69916
1454.2526,621.61304,611.3434
1493.6665,680.43616,665.43286
1502.0342,691.5406,677.66364
1271.0464,403.9388,390.61935
1654.8397,972.57776,978.8152
1629.437,922.7404,919.01874
1567.2701,808.7371,787.10645
1577.0009,810.8568,805.9807
1673.0685,1019.5874,1022.348
1662.5658,980.2222,997.26733
1588.9589,833.09235,830.1363
1494.8428,643.3555,667.1329
1207.7672,339.85822,328.79666
1293.4631,423.54654,414.79227
1420.4658,575.2335,567.81976
1429.7307,584.0085,579.5978
1322.0931,452.485,447.34424
1352.9519,492.02893,484.0842
1352.2972,487.5926,483.2911
1411.4873,564.32806,556.4852
1630.404,900.66705,921.2546
1741.9298,1122.904,1172.9854
1705.9518,1031.2863,1098.8186
1622.4475,880.2658,902.9909
1646.1144,933.9174,958.0717
1715.4496,1054.3727,1119.6901
1651.6836,939.4928,971.2956
1603.9891,847.6306,861.9443
1644.5978,923.5204,954.4831
1746.0042,1111.9741,1180.3955
1750.0764,1119.2361,1187.5583
1749.3025,1133.1613,1186.2163
1699.7506,1027.0679,1084.8173
1618.9059,896.3636,894.96326
1624.2727,887.98975,907.1533
1586.0947,823.747,824.25525
1587.4624,819.3299,827.0562
1623.9961,887.0118,906.52155
1672.5077,967.39557,1021.01154
1488.6815,677.569,658.2935
1648.287,930.56946,963.2227
1763.1755,1165.9309,1208.819
1703.3042,1032.9023,1092.8732
1651.5543,927.5582,970.98816
1695.3423,1025.4329,1074.7137
1730.5288,1078.5333,1151.0515
1617.4293,866.26587,891.63635
1747.9352,1176.3252,1183.8231
1757.5962,1258.7609,1200.108
1747.7018,1231.6414,1183.4121
982.93353,105.90744,128.6948
994.62976,139.129,136.9205
1077.7031,214.18544,210.6529
1042.6431,185.15317,177.67212
1080.2205,223.08801,213.03487
1055.0496,205.29999,189.23772
1026.6656,179.128,163.2048
1027.4628,180.02434,163.91092
966.0303,86.50664,118.56564
970.9538,113.59947,121.27981
998.2856,146.76228,139.66708
980.2263,106.664055,126.92407
1100.3885,239.54381,232.00142
1177.455,311.60074,301.5425
1111.9893,245.40356,242.76608
975.7003,102.269875,124.085
983.82916,95.34091,129.29228
1137.3998,270.55807,265.89877
994.7887,128.73851,137.03835
971.5648,69.697815,121.63056
985.86755,121.160164,130.67276
975.8578,68.78105,124.181366
994.7541,139.69618,137.0127
1157.3071,294.11038,283.6707
1246.4624,372.05325,365.54346
1139.9615,271.39044,268.1996
1196.6038,325.21274,318.65952
1162.6526,291.479,288.4137
1199.532,323.91574,321.304
1253.6877,380.28726,372.75952
1330.1255,466.64557,456.7668
1457.99,635.9416,616.27936
1355.7826,498.9345,487.51822
1306.9316,441.34378,429.88898
1160.1931,297.82693,286.23242
1029.8054,184.96333,165.997
1058.9427,206.66747,192.90236
983.4111,125.73305,129.01262
981.0213,131.0167,127.43855
1023.7246,173.4698,160.6169
973.89374,116.50194,122.996124
967.52686,95.17279,119.36886
966.2732,81.104675,118.69475
969.4727,99.83855,120.44179
966.9386,67.651054,119.050896
968.7937,93.39374,120.06379
966.32446,65.728775,118.72199
966.649,65.518486,118.895454
975.63715,112.82416,124.04672
1003.88806,146.14874,144.02113
1131.3728,268.5173,260.46518
1112.0074,251.79797,242.78279
1026.6555,184.77611,163.1958
970.7798,72.26079,121.180336
966.3599,72.48381,118.74085
966.00543,74.843056,118.55256
966.48755,96.19296,118.808945
966.60876,89.339134,118.87401
966.13226,86.53919,118.61987
966.02875,61.17929,118.56487
966.3048,130.04294,118.711555
966.0356,131.84467,118.56848
993.7593,163.28688,136.2782
986.884,158.7198,131.37167
974.3873,144.76471,123.291084
1019.65424,179.83397,157.08247
1099.9069,243.01877,231.55173
1245.76,372.08688,364.84833
1177.7291,303.47452,301.7862
1127.5636,261.94418,257.01495
1152.696,283.6632,279.57257
1141.6509,272.50397,269.71405
1125.652,258.46622,255.27856
1131.738,262.77145,260.79538
1063.4424,210.51903,197.15097
972.4796,137.75215,122.161766
974.403,144.2083,123.30054
1024.195,184.71686,161.02884
1184.9021,312.23984,308.17044
1118.153,253.80357,248.43332
1108.6979,245.87206,239.72462
1113.3319,248.78728,244.0037
965.7672,98.8676,118.42654
966.0566,74.16596,118.57963
966.06946,59.693336,118.5864
1791.4761,1633.9955,1244.2087
1783.9459,1429.7681,1236.3125
1741.893,1164.4343,1172.9174
1771.9514,1277.8624,1221.4182
1788.8699,1382.5242,1241.6068
1686.2635,1052.7797,1053.5867
1500.5441,692.9544,675.46185
1462.191,638.11786,621.8665
1566.8812,792.3528,786.3668
1558.7458,777.87854,771.15234
1427.6372,592.54877,576.92816
1348.6161,488.27765,478.84183
1525.6692,729.8317,714.16223
1460.5833,640.32135,619.7231
1341.9283,513.0651,470.8016
999.7909,137.86246,140.82027
1026.2292,174.69708,162.81894
983.69696,130.50441,129.20363
1009.0751,164.68372,148.19572
1000.59564,145.56345,141.44188
1138.5952,281.61237,266.9728
1261.0647,392.21402,380.25778
1040.2694,190.46136,175.48659
1049.1383,196.93578,183.70175
1137.6294,273.3234,266.10526
1143.0565,281.7324,270.97296
1205.1805,340.68143,326.43372
1210.6686,344.37564,331.45825
1366.7831,516.7022,500.9429
1287.8451,434.56735,408.61856
1437.0724,618.26886,589.00354
1407.5356,570.3858,551.5181
1258.9232,389.2549,378.06732
1086.8132,232.27301,219.26187
1082.1548,214.65552,214.86389
1091.1306,232.6601,223.32762
1139.9769,283.10043,268.21338
1379.6616,528.94995,516.7959
1426.3733,587.8639,575.3189
1403.7549,558.6764,546.7767
1507.9425,700.9372,686.5027
1358.1438,498.78827,490.38956
1410.8544,562.3764,555.68884
1131.7756,263.34155,260.82938
1080.6637,223.39156,213.45403
1172.4717,315.45444,297.11948
1054.1943,201.94882,188.43439
1035.7223,178.56944,171.3313
1005.4918,158.38048,145.2977
1191.2363,322.23453,313.834
1159.7035,294.65726,285.7979
1376.1986,542.1325,512.5202
1557.2917,796.9951,768.4848
1715.6597,1070.6946,1120.1426
1742.8231,1111.6987,1174.6306
1687.7365,1019.1024,1057.0396
1569.8812,813.1297,792.1018
1601.5594,876.4084,856.6982
1747.4729,1207.9482,1183.0078
1712.7919,1075.3145,1113.9266
1733.8783,1189.4048,1157.6692
1753.0837,1237.9818,1192.6852
1724.388,1155.4415,1138.5743
1717.4545,1183.6442,1123.995
1617.6478,911.907,892.12775
1734.0571,1191.1344,1158.0184
1767.022,1240.8694,1214.5112
1717.5342,1299.5763,1124.1653
1762.2068,1299.8068,1207.3446
1757.0344,1366.1735,1199.202
1777.1547,1411.3937,1228.2194
1772.3643,1443.9408,1221.9766
1773.32,1319.7491,1223.2566
1688.7024,1036.9198,1059.2991
1527.0656,738.8506,716.42004
1589.4518,840.86487,831.15424
1699.6741,1022.44824,1084.643
1751.8737,1193.1421,1190.6394
1553.2935,783.1894,761.229
1048.2274,199.77632,182.85214
1163.5828,298.901,289.23874
1238.4382,364.61102,357.6725
1197.4404,324.9422,319.41418
1424.1008,593.05084,572.4298
1573.0435,798.1097,798.2195
1317.7123,454.65274,442.2542
1522.5753,728.2077,709.2028
1735.1315,1111.9773,1160.1093
1744.4696,1142.3151,1177.6326
1688.3323,998.82495,1058.4336
1756.0646,1226.6967,1197.6261
1699.702,1039.2892,1084.7065
1093.8119,235.09093,225.84628
1098.3226,238.96654,230.07178
1026.3278,183.33545,162.90605
988.6681,156.18613,132.61554
1061.8351,212.32506,195.63216
1216.0208,342.4763,336.4016
1040.1749,179.931,175.39987
1082.862,234.88509,215.53215
1253.1239,379.80817,372.19183
1160.6365,291.65662,286.62555
1156.911,287.2694,283.31897
1118.1711,253.48021,248.44986
966.94025,50.976982,119.05167
966.3746,26.845875,118.748665
966.9599,76.85766,119.06233
966.41815,64.18034,118.77201
966.1905,91.6958,118.65079
966.02905,73.42066,118.564964
965.85614,92.83105,118.47338
966.06213,101.96629,118.582535
966.07117,58.454014,118.587296
966.7614,66.89292,118.95571
1004.19965,161.16019,144.26804
966.19946,116.990555,118.65543
966.6598,121.4856,118.90123
970.76715,131.76143,121.17298
967.8784,125.5799,119.56015
982.695,149.57933,128.53665
981.61816,117.25308,127.827896
1075.5585,222.34157,208.6223
1002.43365,156.80069,142.87482
997.2376,156.45659,138.87183
974.41046,121.11482,123.30524
975.4632,76.64538,123.94097
968.7234,99.82839,120.02494
986.90985,144.62392,131.38971
978.3314,124.645256,125.71673
989.16614,147.52847,132.96664
966.4526,117.84367,118.79034
975.3511,76.687,123.87265
967.5896,83.50655,119.403114
966.37933,71.67975,118.75129
967.0864,88.038414,119.13061
966.7923,114.80095,118.97229
1010.136,127.69757,149.06538
993.5475,145.07373,136.12267
982.6814,73.028564,128.52756
997.50586,155.1281,139.07478
1179.5405,308.0084,303.39606
1229.8213,354.6094,349.3783
1249.1798,373.56366,368.24268
1154.7455,288.48645,281.39508
998.9888,148.54857,140.20421
979.8351,139.9448,126.67251
1048.3934,203.27899,183.00677
1197.9412,330.09937,319.86627
1264.8103,392.01328,384.11667
1189.6536,320.6094,312.41602
1160.2076,293.4531,286.24518
1047.571,194.41853,182.241
966.26215,82.03612,118.68885
966.9189,54.733677,119.04016
965.9735,53.945606,118.5356
1000.7764,166.30295,141.58197
1048.864,202.40666,183.44563
987.5206,154.0157,131.81322
1002.5977,152.42467,143.0036
1056.5052,207.82362,190.60652
1071.8845,218.23228,205.14229
1059.4071,210.86371,193.34042
1146.2025,280.27853,273.78528
1031.4686,189.81094,167.48732
969.5909,122.69514,120.50799
975.73645,132.159,124.1072
966.27747,80.571594,118.69704
966.36676,73.797844,118.74454
965.8675,93.08295,118.4793
965.8768,103.04036,118.48437
965.73474,69.28197,118.40923
966.27277,65.67267,118.69435
965.9077,105.20857,118.500626
965.5426,98.67492,118.308105
965.97955,89.33333,118.5389
966.40265,73.72532,118.76373
1772.4794,1429.386,1222.1313
1783.7379,1585.5673,1236.0781
1762.19,1291.314,1207.3187
1744.3058,1227.4302,1177.3356
1740.2928,1171.4656,1169.9423
1743.812,1263.0377,1176.4382
1695.6589,1127.3986,1075.4435
1778.3105,1415.9911,1229.6602
1785.4813,1656.2455,1238.016
1194.6282,499.07004,316.88007
1416.8207,797.41504,563.20953
1772.5349,1211.4247,1222.2063
1626.4495,883.1405,912.13934
1707.94,1043.58,1103.2485
1761.0396,1214.539,1205.5465
1757.0934,1186.5466,1199.2971
1669.8268,1007.76434,1014.6163
1524.9556,732.24176,713.01294
1412.3363,580.802,557.5542
1427.5481,584.9384,576.8147
1445.2997,604.34735,599.63684
1550.64,764.2393,756.47797
1549.3109,762.48773,754.11743
1412.8318,568.3317,558.17804
1313.049,444.66232,436.87656
1391.5062,539.17676,531.4851
1462.8424,634.58057,622.7366
1508.9504,710.1545,688.0284
1725.5948,1083.0103,1141.0602
1763.1395,1306.3553,1208.7643
1728.8582,1141.0325,1147.7002
1741.4167,1167.9487,1172.0354
1688.3506,1014.6592,1058.4767
1728.2485,1091.5297,1146.4691
1685.5527,999.191,1051.9174
1688.3809,1031.8043,1058.5474
1775.4332,1267.3907,1226.0261
1781.833,1465.9122,1233.8915
1779.0828,1443.1074,1230.609
1782.0588,1428.1561,1234.1548
1781.1144,1399.0775,1233.0482
1790.4867,1416.3741,1243.2375
1680.8389,1074.256,1040.8022
1553.503,766.2006,761.6064
1376.7073,511.30338,513.1477
1470.3274,656.2452,632.81805
1371.2107,513.1985,506.37802
1386.7506,534.22235,525.5758
1381.9832,517.93945,519.66736
1280.6006,408.06674,400.77066
1193.6426,318.51114,315.99396
1232.0765,351.69864,351.53412
1348.6381,486.50577,478.86816
1331.3015,464.84113,458.15546
1298.7208,427.15286,420.63666
1199.6272,324.8091,321.39023
1328.6389,469.47006,455.01453
1293.2632,423.57712,414.57117
1443.0187,611.42303,596.678
1430.1523,584.01917,580.13617
1361.9305,501.76804,495.00638
1366.7698,507.42902,500.92673
1434.2244,597.421,585.34656
1647.9552,957.12665,962.4353
1495.2795,677.8389,667.76587
1364.4541,508.99048,498.09103
1190.3668,321.51266,313.05466
1227.0316,353.98355,346.72595
1205.6399,334.46686,326.8529
1308.6151,437.6384,431.80435
1129.388,263.96573,258.66913
1092.0991,230.81247,224.2379
1001.57904,133.5824,142.20624
1016.2317,156.80125,154.15738
1278.3883,442.7958,398.3998
1127.9794,269.84848,257.3923
1060.5948,205.06795,194.46112
989.5304,144.36563,133.2243
1016.5636,175.0081,154.43904
998.47345,115.948105,139.81038
983.07623,116.46556,128.78938
1059.9152,190.47313,193.81949
1101.1488,239.97278,232.71063
983.6842,140.88704,129.19519
964.97394,77.07373,118.010666
966.62195,83.46174,118.881004
967.222,82.54953,119.20355
966.7683,97.250404,118.95941
964.2648,51.173954,117.643005
975.40283,109.04094,123.90413
966.71313,88.34416,118.92985
964.822,69.41921,117.93145
966.1708,97.43498,118.64021
968.2619,96.040344,119.770195
976.8219,75.86739,124.77414
1037.9502,173.10762,173.3618
998.9519,129.64928,140.17598
1003.7796,130.70404,143.93517
1053.7627,198.70071,188.02914
1103.9197,237.797,235.29124
1070.8912,206.07684,204.20149
1011.3116,163.59203,150.03468
1015.52057,167.4661,153.55548
1024.6017,150.70143,161.38567
1038.1172,188.928,173.5144
964.8952,58.965122,117.969444
1784.9955,1528.7134,1237.482
1745.5221,1158.3884,1179.5315
1780.7158,1306.0624,1232.576
1776.7627,1454.2822,1227.7251
975.6681,127.51084,124.065475
965.4863,61.64074,118.27861
981.75696,147.47087,127.91876
969.3642,102.469406,120.38093
1017.06287,164.65648,154.86371
1090.6534,233.81413,222.87886
1019.3782,176.90373,156.84483
1036.849,192.9983,172.3569
1013.87335,146.75919,152.16869
1011.3119,167.29216,150.03514
1045.4661,188.01353,180.28459
1109.6893,250.30249,240.64192
1054.4521,205.52034,188.67648
1052.7963,202.31705,187.12286
1062.6031,210.8036,196.35776
1120.407,255.69604,250.49655
1136.9607,273.02463,265.50403
1159.5292,294.6234,285.64316
1174.577,306.85333,298.98737
1070.5868,215.99788,203.91284
1078.5458,219.8431,211.45053
1080.0549,222.71565,212.8782
1084.544,225.62259,217.12088
1115.9634,252.4734,246.42422
